GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,GEOID,TotalPopulaton,White,Black,AIAN,Asian,NHPI,Other,TwoOrMore,NotHispanicOrLatino,HispanicOrLatino,TotalPopulation25Over,NoSchooling,EarlyChildhoodEducation,HighSchool,SomeCollege,Associates,Bachelors,TotalHouseholds,LimitedEnglishSpeaking,NotLimitedEnglishSpeaking,MedianIncome,HouseholdsWithElectronics,HouseholdsWithComputer,HouseholdsWithMobileDevices,HouseholdsNoComputers
G4500670,2016-2020,SC,South Carolina,45,Marion County,05000US45067,30954,12312,17617,200,225,0,376,448,30057,897,21437,452,915,12360,3306,1622,2782,11282,42,11240,30791,8383,5162,7724,2899
G4500690,2016-2020,SC,South Carolina,45,Marlboro County,05000US45069,26376,10735,13206,857,83,0,171,2648,25515,861,18863,412,1000,11211,3346,1445,1449,9384,32,9352,31528,7025,4515,6747,2359
G4500710,2016-2020,SC,South Carolina,45,Newberry County,05000US45071,38329,24220,11952,98,82,0,1313,1328,35389,2940,26422,352,1014,12207,4939,2848,5062,14976,311,14665,46038,12511,9304,11871,2465
G4500730,2016-2020,SC,South Carolina,45,Oconee County,05000US45073,78314,68199,5574,529,605,12,1056,4678,73980,4334,56987,821,1853,21829,11242,5648,15594,32440,361,32079,49691,28485,22456,26357,3955
G4500750,2016-2020,SC,South Carolina,45,Orangeburg County,05000US45075,86953,30238,53592,501,623,98,437,2928,84979,1974,59028,679,1607,24984,11619,8639,11500,33629,227,33402,36802,27491,20363,26405,6138
G4500770,2016-2020,SC,South Carolina,45,Pickens County,05000US45077,125381,109769,8158,147,2510,18,1761,6036,120569,4812,79510,853,2262,30593,15517,8974,21311,48522,524,47998,51032,42998,35592,41176,5524
G4500790,2016-2020,SC,South Carolina,45,Richland County,05000US45079,414660,182553,196402,900,11836,487,9116,26732,392667,21993,261665,2233,4472,72799,57373,22377,102411,155478,2255,153223,54441,146696,121810,142063,8782
G4500810,2016-2020,SC,South Carolina,45,Saluda County,05000US45081,20292,13266,4989,17,3,0,1208,1618,17169,3123,14384,234,1163,6503,2441,1414,2629,7360,233,7127,43410,6164,4560,5730,1196
G4500830,2016-2020,SC,South Carolina,45,Spartanburg County,05000US45083,313791,225066,62599,494,7099,88,6811,23268,291808,21983,212581,2905,6527,83113,44817,22439,52780,118788,2126,116662,53757,106248,86080,99666,12540
G4500850,2016-2020,SC,South Carolina,45,Sumter County,05000US45085,106675,49704,50076,317,1452,63,1557,7012,102340,4335,70231,733,2129,28355,16833,7547,14634,41704,150,41554,46570,35993,28425,34228,5711
G4500870,2016-2020,SC,South Carolina,45,Union County,05000US45087,27325,17782,8262,6,4,0,38,2466,26885,440,19474,231,622,10022,3958,2016,2625,11707,1,11706,41117,10002,6423,9151,1705
G4500890,2016-2020,SC,South Carolina,45,Williamsburg County,05000US45089,30810,9859,19832,145,195,0,473,612,30099,711,22010,159,844,12309,3754,1793,3151,12705,0,12705,35681,9654,6706,9044,3051
G4500910,2016-2020,SC,South Carolina,45,York County,05000US45091,273887,200722,51700,1982,6648,76,4000,17518,258158,15729,185001,1857,3451,57179,40576,19520,62418,103582,939,102643,68555,97477,83019,93551,6105
G4600030,2016-2020,SD,South Dakota,46,Aurora County,05000US46003,2757,2553,51,74,0,0,43,72,2568,189,1791,10,117,728,280,292,364,1124,26,1098,65132,954,779,843,170
G4600050,2016-2020,SD,South Dakota,46,Beadle County,05000US46005,18338,14567,220,757,1027,164,1229,748,16382,1956,12286,320,685,5055,2094,1250,2882,7684,601,7083,53461,6685,5078,6158,999
G4600070,2016-2020,SD,South Dakota,46,Bennett County,05000US46007,3430,1286,27,1923,19,0,27,296,3139,291,1866,10,84,732,454,168,418,1036,17,1019,41887,834,714,703,202
G4600090,2016-2020,SD,South Dakota,46,Bon Homme County,05000US46009,6914,6081,117,478,21,0,47,340,6721,193,5046,21,191,2152,1040,616,1026,2556,6,2550,50195,2170,1854,1915,386
G4600110,2016-2020,SD,South Dakota,46,Brookings County,05000US46011,35115,32210,428,448,1107,0,213,1418,33916,1199,18841,64,169,5179,3648,1821,7960,13364,239,13125,57471,12561,10725,11954,803
G4600130,2016-2020,SD,South Dakota,46,Brown County,05000US46013,38988,34468,903,1311,1325,0,71,1820,37721,1267,25756,163,486,8709,5135,3097,8166,16245,427,15818,61816,14737,12556,13873,1508
G4600150,2016-2020,SD,South Dakota,46,Brule County,05000US46015,5233,4508,60,551,12,0,5,194,5088,145,3513,7,244,1297,636,398,931,2228,2,2226,57181,1907,1626,1770,321
G4600170,2016-2020,SD,South Dakota,46,Buffalo County,05000US46017,2005,280,3,1675,0,0,10,74,1850,155,1028,6,31,579,237,92,83,540,4,536,35000,403,233,351,137
G4600190,2016-2020,SD,South Dakota,46,Butte County,05000US46019,10295,9395,74,235,22,0,98,942,9901,394,7034,10,73,3429,1498,514,1510,4179,3,4176,49353,3742,3180,3272,437
G4600210,2016-2020,SD,South Dakota,46,Campbell County,05000US46021,1458,1432,0,5,1,0,11,18,1435,23,1107,7,56,397,245,89,313,699,1,698,54228,551,485,519,148
G4600230,2016-2020,SD,South Dakota,46,Charles Mix County,05000US46023,9324,5882,7,2912,41,5,19,916,8980,344,5773,14,253,2513,1088,737,1168,3149,37,3112,52348,2620,2127,2294,529
G4600250,2016-2020,SD,South Dakota,46,Clark County,05000US46025,3715,3509,12,1,17,0,55,242,3582,133,2490,2,75,1168,527,248,470,1584,10,1574,50709,1421,1256,1290,163
G4600270,2016-2020,SD,South Dakota,46,Clay County,05000US46027,14076,12376,279,512,420,5,200,568,13644,432,7087,113,84,1796,1177,451,3466,5259,16,5243,51447,4952,4398,4800,307
G4600290,2016-2020,SD,South Dakota,46,Codington County,05000US46029,28133,26418,166,684,143,0,110,1224,27291,842,19199,218,385,7910,4027,2818,3841,12090,64,12026,57885,10890,8939,10091,1200
G4600310,2016-2020,SD,South Dakota,46,Corson County,05000US46031,4106,1180,10,2859,0,0,2,110,4089,17,2263,0,48,1076,468,306,365,1205,5,1200,36705,850,761,676,355
G4600330,2016-2020,SD,South Dakota,46,Custer County,05000US46033,8826,8187,28,387,25,0,22,354,8491,335,7044,29,75,2937,1636,733,1634,3893,3,3890,64556,3460,3003,3080,433
G4600350,2016-2020,SD,South Dakota,46,Davison County,05000US46035,19890,18422,269,352,243,0,208,792,19235,655,13477,98,265,5197,2885,1524,3508,8651,72,8579,48267,7646,6298,7148,1005
G4600370,2016-2020,SD,South Dakota,46,Day County,05000US46037,5452,4743,7,528,1,0,45,256,5332,120,3972,23,162,1631,726,553,877,2568,7,2561,46753,2215,1757,1995,353
G4600390,2016-2020,SD,South Dakota,46,Deuel County,05000US46039,4309,4225,1,8,0,0,8,134,4157,152,3007,19,48,1224,656,377,683,1777,11,1766,67396,1561,1292,1449,216
G4600410,2016-2020,SD,South Dakota,46,Dewey County,05000US46041,5841,1150,11,4502,4,14,15,290,5589,252,3134,0,67,1557,645,326,539,1731,0,1731,45859,1230,991,1000,501
G4600430,2016-2020,SD,South Dakota,46,Douglas County,05000US46043,2913,2764,0,70,0,0,1,156,2890,23,1985,3,106,732,490,293,361,1203,0,1203,61793,1020,817,955,183
G4600450,2016-2020,SD,South Dakota,46,Edmunds County,05000US46045,3876,3756,10,47,6,0,0,114,3834,42,2631,10,87,970,555,328,681,1550,15,1535,64896,1422,1255,1286,128
G4600470,2016-2020,SD,South Dakota,46,Fall River County,05000US46047,6721,5793,0,503,80,0,1,688,6577,144,5238,35,65,2308,1229,569,1032,3138,1,3137,51383,2733,2245,2445,405
G4600490,2016-2020,SD,South Dakota,46,Faulk County,05000US46049,2315,2217,5,20,0,0,0,146,2310,5,1697,4,6,593,372,237,485,920,0,920,49423,824,662,758,96
G4600510,2016-2020,SD,South Dakota,46,Grant County,05000US46051,7125,6687,42,58,33,0,204,202,6800,325,4961,20,163,2130,982,553,1113,3148,106,3042,65327,2752,2282,2439,396
G4600530,2016-2020,SD,South Dakota,46,Gregory County,05000US46053,4193,3695,0,308,0,0,58,264,4107,86,2946,17,56,1232,678,331,632,1832,3,1829,44706,1466,1200,1310,366
G4600550,2016-2020,SD,South Dakota,46,Haakon County,05000US46055,1935,1829,1,86,0,0,0,38,1925,10,1303,0,6,633,316,134,214,758,6,752,40673,642,458,608,116
G4600570,2016-2020,SD,South Dakota,46,Hamlin County,05000US46057,6104,5903,24,3,15,0,66,186,5810,294,3691,36,104,1639,721,385,806,2242,56,2186,67626,2032,1625,1890,210
G4600590,2016-2020,SD,South Dakota,46,Hand County,05000US46059,3064,3001,4,6,23,0,0,60,3014,50,2144,10,64,751,513,326,480,1426,23,1403,58333,1226,1081,1153,200
G4600610,2016-2020,SD,South Dakota,46,Hanson County,05000US46061,3423,3330,0,0,0,0,0,186,3422,1,2113,12,76,815,405,464,341,1039,2,1037,63750,943,845,883,96
G4600630,2016-2020,SD,South Dakota,46,Harding County,05000US46063,1178,1093,0,33,0,0,24,56,1147,31,857,9,17,319,227,73,212,516,0,516,61111,469,429,440,47
G4600650,2016-2020,SD,South Dakota,46,Hughes County,05000US46065,17560,14687,10,2044,4,0,9,1612,16969,591,12170,30,146,3726,2419,1393,4456,7475,44,7431,69575,6741,5904,6075,734
G4600670,2016-2020,SD,South Dakota,46,Hutchinson County,05000US46067,7308,6869,0,43,76,0,4,632,7131,177,5009,14,243,1921,1002,681,1148,2977,20,2957,61290,2418,2068,2165,559
G4600690,2016-2020,SD,South Dakota,46,Hyde County,05000US46069,1446,1292,39,78,0,0,2,70,1431,15,1084,5,29,423,216,165,246,616,0,616,59844,551,485,485,65
G4600710,2016-2020,SD,South Dakota,46,Jackson County,05000US46071,3296,1271,10,1937,11,0,4,126,3281,15,1939,11,61,971,397,207,292,815,13,802,24549,582,424,520,233
G4600730,2016-2020,SD,South Dakota,46,Jerauld County,05000US46073,2009,1911,0,38,0,0,50,20,1916,93,1512,2,78,688,233,189,322,940,0,940,49265,828,676,719,112
G4600750,2016-2020,SD,South Dakota,46,Jones County,05000US46075,873,743,15,97,0,0,5,26,873,0,636,0,6,280,89,75,186,419,0,419,46688,355,318,332,64
G4600770,2016-2020,SD,South Dakota,46,Kingsbury County,05000US46077,4936,4865,0,8,11,0,9,86,4816,120,3474,21,74,1522,655,390,812,2172,14,2158,61316,1931,1671,1781,241
G4600790,2016-2020,SD,South Dakota,46,Lake County,05000US46079,12747,11911,50,270,6,4,180,652,12413,334,8745,62,349,2820,1888,731,2895,4712,14,4698,63165,4402,3900,4168,310
G4600810,2016-2020,SD,South Dakota,46,Lawrence County,05000US46081,25806,24005,239,512,269,41,37,1406,24938,868,18016,46,187,5605,4351,1528,6299,11250,39,11211,52146,10081,8989,9430,1169
G4600830,2016-2020,SD,South Dakota,46,Lincoln County,05000US46083,58887,55318,932,112,761,17,223,3048,57546,1341,38097,100,356,11026,7359,5290,13966,20341,125,20216,84260,19609,17920,18590,732
G4600850,2016-2020,SD,South Dakota,46,Lyman County,05000US46085,3831,2186,5,1564,7,5,14,100,3736,95,2406,0,69,1036,575,171,555,1393,3,1390,54484,1176,902,1109,217
G4600870,2016-2020,SD,South Dakota,46,McCook County,05000US46087,5543,5316,45,20,0,0,69,186,5322,221,3640,17,194,1447,642,445,895,2206,32,2174,66208,2038,1715,1915,168
G4600890,2016-2020,SD,South Dakota,46,McPherson County,05000US46089,2316,2231,39,8,20,0,0,36,2273,43,1657,5,142,671,284,166,389,996,3,993,51379,758,649,689,238
G4600910,2016-2020,SD,South Dakota,46,Marshall County,05000US46091,4881,4149,5,358,0,0,231,276,4486,395,3439,9,143,1159,598,642,888,1898,42,1856,68056,1713,1468,1546,185
G4600930,2016-2020,SD,South Dakota,46,Meade County,05000US46093,28149,25419,498,660,280,28,149,2230,26916,1233,18711,101,114,6333,4640,2638,4885,11142,36,11106,62275,9825,8850,9188,1317
G4600950,2016-2020,SD,South Dakota,46,Mellette County,05000US46095,2065,798,4,1236,0,0,0,54,2058,7,1314,13,46,697,266,118,174,675,0,675,33882,421,367,383,254
G4600970,2016-2020,SD,South Dakota,46,Miner County,05000US46097,2213,2126,5,19,9,0,18,72,2171,42,1542,8,68,714,311,131,310,963,0,963,53135,866,692,782,97
G4600990,2016-2020,SD,South Dakota,46,Minnehaha County,05000US46099,191682,162240,11748,3712,3995,48,1982,15914,181690,9992,126191,1531,2278,38071,26130,15722,42459,78453,1575,76878,63699,73774,62646,70070,4679
G4601010,2016-2020,SD,South Dakota,46,Moody County,05000US46101,6508,5150,47,683,141,0,15,944,6217,291,4429,17,136,1575,1068,513,1120,2608,16,2592,61894,2396,1918,2201,212
G4601020,2016-2020,SD,South Dakota,46,Oglala Lakota County,05000US46102,14277,679,9,13498,0,0,24,134,13719,558,7378,0,286,3506,2174,596,816,2813,19,2794,31423,1712,1315,1507,1101
G4601030,2016-2020,SD,South Dakota,46,Pennington County,05000US46103,112504,92292,1584,9245,1495,159,846,13766,106448,6056,77251,958,586,25821,17448,7959,24479,43947,299,43648,58278,40487,34978,37219,3460
G4601050,2016-2020,SD,South Dakota,46,Perkins County,05000US46105,2996,2767,0,97,50,0,48,68,2974,22,2090,3,67,859,408,318,435,1329,0,1329,61815,1183,1082,940,146
G4601070,2016-2020,SD,South Dakota,46,Potter County,05000US46107,2311,2129,10,48,32,0,19,146,2282,29,1615,5,68,638,355,170,379,997,0,997,57120,889,759,781,108
G4601090,2016-2020,SD,South Dakota,46,Roberts County,05000US46109,10310,5943,47,3910,11,0,138,522,9925,385,6644,9,203,2813,1495,1025,1099,3889,10,3879,50877,3267,2516,2919,622
G4601110,2016-2020,SD,South Dakota,46,Sanborn County,05000US46111,2372,2261,0,25,10,0,49,54,2270,102,1615,5,28,767,278,221,316,987,10,977,55398,875,671,816,112
G4601150,2016-2020,SD,South Dakota,46,Spink County,05000US46115,6438,6108,10,102,0,0,61,314,6224,214,4474,14,192,1683,912,501,1172,2599,8,2591,62125,2321,1959,2101,278
G4601170,2016-2020,SD,South Dakota,46,Stanley County,05000US46117,3058,2802,0,124,0,51,0,162,2910,148,2260,0,39,887,469,220,645,1443,4,1439,71602,1266,1148,1121,177
G4601190,2016-2020,SD,South Dakota,46,Sully County,05000US46119,1278,1190,0,33,0,0,0,110,1263,15,980,0,9,384,231,142,214,591,11,580,60508,531,452,472,60
G4601210,2016-2020,SD,South Dakota,46,Todd County,05000US46121,10308,964,4,9000,268,0,66,12,9908,400,4969,0,206,2517,1353,211,682,2674,59,2615,24102,1668,1155,1615,1006
G4601230,2016-2020,SD,South Dakota,46,Tripp County,05000US46123,5448,4416,0,568,49,0,0,830,5367,81,3783,25,149,1816,616,393,784,2234,69,2165,54054,1981,1650,1771,253
G4601250,2016-2020,SD,South Dakota,46,Turner County,05000US46125,8325,7995,43,61,24,0,14,376,8122,203,5770,10,160,2100,1134,851,1515,3530,35,3495,63062,3060,2581,2784,470
G4601270,2016-2020,SD,South Dakota,46,Union County,05000US46127,15659,14560,124,154,248,0,103,940,15114,545,10797,29,167,3599,2370,1357,3275,6864,61,6803,74006,6284,5491,6006,580
G4601290,2016-2020,SD,South Dakota,46,Walworth County,05000US46129,5431,4345,207,632,17,0,31,398,5307,124,3803,41,129,1791,645,378,819,2263,23,2240,51481,1817,1469,1667,446
G4601350,2016-2020,SD,South Dakota,46,Yankton County,05000US46135,22746,20689,348,742,34,0,118,1630,21611,1135,15884,190,344,6100,3280,1731,4239,9558,35,9523,61878,8548,7350,7811,1010
G4601370,2016-2020,SD,South Dakota,46,Ziebach County,05000US46137,2767,661,0,2001,0,3,10,184,2674,93,1640,0,19,866,341,150,264,775,0,775,36615,562,450,429,213
G4700010,2016-2020,TN,Tennessee,47,Anderson County,05000US47001,76513,68913,2755,357,1146,74,723,5090,74168,2345,54754,774,1603,22651,12710,4521,12495,30886,223,30663,52338,27619,22422,26152,3267
G4700030,2016-2020,TN,Tennessee,47,Bedford County,05000US47003,48937,41749,3529,223,96,20,1557,3526,42699,6238,32547,171,1720,16734,6455,1562,5905,17490,273,17217,52973,15335,11614,14283,2155
G4700050,2016-2020,TN,Tennessee,47,Benton County,05000US47005,16133,15760,146,19,26,0,0,364,15745,388,11764,136,525,6808,2026,759,1510,6770,0,6770,39019,5535,4351,5060,1235
G4700070,2016-2020,TN,Tennessee,47,Bledsoe County,05000US47007,14961,13459,1091,62,27,0,70,504,14566,395,11751,131,831,6793,1857,797,1342,4822,26,4796,49382,3912,3051,3653,910
G4700090,2016-2020,TN,Tennessee,47,Blount County,05000US47009,131641,122604,3488,190,994,110,411,7688,127039,4602,94763,720,2716,40101,20466,7432,23328,51274,534,50740,60301,46092,38301,43589,5182
G4700110,2016-2020,TN,Tennessee,47,Bradley County,05000US47011,106924,95039,5217,341,1232,32,2098,5930,100077,6847,73177,743,2721,29606,16480,6438,17189,40730,521,40209,51872,36679,29739,34656,4051
G4700130,2016-2020,TN,Tennessee,47,Campbell County,05000US47013,39818,38646,97,68,171,0,172,1328,39234,584,28724,411,1885,14842,6045,1821,3720,16461,24,16437,41769,13597,9857,12760,2864
G4700150,2016-2020,TN,Tennessee,47,Cannon County,05000US47015,14374,13781,284,20,4,2,45,476,14038,336,10293,138,479,5740,1754,501,1681,5579,23,5556,52518,4888,3793,4500,691
G4700170,2016-2020,TN,Tennessee,47,Carroll County,05000US47017,27841,24009,2780,69,34,23,197,1458,27062,779,19318,181,853,9717,3827,1118,3622,10993,36,10957,42877,8922,6758,8184,2071
G4700190,2016-2020,TN,Tennessee,47,Carter County,05000US47019,56452,54036,962,138,303,22,153,1676,55337,1115,42217,383,1748,20188,9384,2717,7797,23993,101,23892,40820,19955,15080,17684,4038
G4700210,2016-2020,TN,Tennessee,47,Cheatham County,05000US47021,40539,37863,575,216,210,21,476,2356,39186,1353,28562,380,942,13598,5841,1947,5854,15317,136,15181,63988,13837,11197,13015,1480
G4700230,2016-2020,TN,Tennessee,47,Chester County,05000US47023,17260,14877,1658,7,87,0,304,654,16786,474,11283,69,239,6131,2299,747,1798,5992,20,5972,53336,5003,3491,4718,989
G4700250,2016-2020,TN,Tennessee,47,Claiborne County,05000US47025,31827,30607,274,65,248,36,13,1168,31402,425,22841,344,1937,10637,4024,1924,3975,13561,31,13530,37954,10897,7395,10113,2664
G4700270,2016-2020,TN,Tennessee,47,Clay County,05000US47027,7640,7227,250,0,34,0,95,68,7518,122,5557,74,530,3128,783,320,722,3176,28,3148,32064,2458,1871,2189,718
G4700290,2016-2020,TN,Tennessee,47,Cocke County,05000US47029,35797,33892,672,257,336,39,10,1182,34878,919,26080,231,1656,15410,4367,1470,2946,14171,38,14133,38530,11237,7547,10352,2934
G4700310,2016-2020,TN,Tennessee,47,Coffee County,05000US47031,56024,50488,2322,12,677,13,919,3186,53453,2571,38230,384,1384,17865,7602,2902,8093,22034,166,21868,51030,19142,14944,17759,2892
G4700330,2016-2020,TN,Tennessee,47,Crockett County,05000US47033,14310,11087,1871,25,48,10,722,1094,12768,1542,9829,87,492,5031,2085,641,1493,5653,15,5638,47581,4673,3381,4384,980
G4700350,2016-2020,TN,Tennessee,47,Cumberland County,05000US47035,60016,57823,602,310,213,0,282,1572,58215,1801,45906,236,1840,21776,10244,3775,8035,26389,81,26308,49423,23490,19726,21298,2899
G4700370,2016-2020,TN,Tennessee,47,Davidson County,05000US47037,690540,433926,185758,1042,24936,403,19269,50412,619614,70926,478719,7218,11294,133050,90246,29472,207439,289191,13681,275510,62515,271758,232035,261078,17433
G4700390,2016-2020,TN,Tennessee,47,Decatur County,05000US47039,11663,10846,411,53,0,0,133,440,11280,383,8466,78,384,4492,1564,736,1212,4637,0,4637,40389,3744,2877,3440,893
G4700410,2016-2020,TN,Tennessee,47,DeKalb County,05000US47041,20104,18549,364,53,77,0,657,808,18461,1643,14344,140,797,7486,2358,847,2716,7782,69,7713,44389,6350,4859,5837,1432
G4700430,2016-2020,TN,Tennessee,47,Dickson County,05000US47043,53289,49054,2214,150,239,0,220,2824,51307,1982,37114,485,1268,18545,7804,2646,6366,19559,22,19537,57804,17039,14013,16056,2520
G4700450,2016-2020,TN,Tennessee,47,Dyer County,05000US47045,37201,30153,4618,184,244,58,448,2992,35904,1297,25213,262,1067,11334,5636,2229,4685,15271,5,15266,45042,13153,10171,12350,2118
G4700470,2016-2020,TN,Tennessee,47,Fayette County,05000US47047,40612,27935,11173,280,311,0,329,1168,39468,1144,30079,279,548,12903,7282,2303,6764,16040,109,15931,63618,14201,11366,13319,1839
G4700490,2016-2020,TN,Tennessee,47,Fentress County,05000US47049,18405,17854,67,37,34,0,50,726,18114,291,13212,72,1335,6580,2113,913,2199,7368,18,7350,40203,6020,4371,5457,1348
G4700510,2016-2020,TN,Tennessee,47,Franklin County,05000US47051,41999,37980,2083,15,183,24,501,2426,40534,1465,28857,373,1013,14201,5249,2023,5998,16497,90,16407,47777,14115,10880,13053,2382
G4700530,2016-2020,TN,Tennessee,47,Gibson County,05000US47053,49193,38080,8305,203,194,41,297,4146,47822,1371,33392,326,1320,15961,7510,2291,5984,19594,55,19539,45557,16841,12858,15679,2753
G4700550,2016-2020,TN,Tennessee,47,Giles County,05000US47055,29403,25160,3052,65,20,0,307,1598,28566,837,20709,237,749,10923,3791,1292,3717,11700,48,11652,49815,10240,7390,9469,1460
G4700570,2016-2020,TN,Tennessee,47,Grainger County,05000US47057,23268,22590,45,117,41,118,1,712,22472,796,16900,170,1249,8916,3201,1192,2172,9147,120,9027,44703,7945,5548,7355,1202
G4700590,2016-2020,TN,Tennessee,47,Greene County,05000US47059,69077,65131,1735,106,293,107,474,2462,67011,2066,50031,402,2628,26080,9653,3234,8034,27515,78,27437,43150,23058,16900,21149,4457
G4700610,2016-2020,TN,Tennessee,47,Grundy County,05000US47061,13371,11805,90,133,61,0,11,2542,13191,180,9433,59,814,5200,1449,649,1262,4944,0,4944,43116,3981,2920,3716,963
G4700630,2016-2020,TN,Tennessee,47,Hamblen County,05000US47063,64479,56790,2576,208,566,268,1645,4852,56888,7591,44368,570,2551,21454,8402,3373,8018,24490,652,23838,43151,20846,15873,19352,3644
G4700650,2016-2020,TN,Tennessee,47,Hamilton County,05000US47065,364718,271254,68559,530,7721,157,5100,22794,343637,21081,257207,2577,6531,83383,55394,23692,85630,148296,2003,146293,56606,133182,110637,126903,15114
G4700670,2016-2020,TN,Tennessee,47,Hancock County,05000US47067,6568,6460,37,0,38,0,9,48,6448,120,4731,30,486,2362,1145,203,505,2731,0,2731,28234,2052,1352,1824,679
G4700690,2016-2020,TN,Tennessee,47,Hardeman County,05000US47069,25247,13828,10696,67,185,8,105,716,24784,463,18210,176,798,10847,3476,1000,1913,9245,0,9245,39636,7706,4724,7266,1539
G4700710,2016-2020,TN,Tennessee,47,Hardin County,05000US47071,25665,24107,988,75,116,0,30,698,25031,634,18569,228,898,9858,3246,1275,3064,10087,0,10087,42285,8270,6210,7844,1817
G4700730,2016-2020,TN,Tennessee,47,Hawkins County,05000US47073,56735,54503,802,81,258,71,54,1932,55838,897,41215,435,1799,20662,8423,3010,6886,23183,73,23110,45318,19760,14636,18433,3423
G4700750,2016-2020,TN,Tennessee,47,Haywood County,05000US47075,17391,7899,8836,6,11,6,440,386,16637,754,12121,63,444,7125,2432,672,1385,7148,119,7029,38994,5768,3812,5391,1380
G4700770,2016-2020,TN,Tennessee,47,Henderson County,05000US47077,27956,25037,2361,0,35,14,50,918,27262,694,19508,276,781,10777,3568,1457,2649,10914,81,10833,44534,8928,6434,8398,1986
G4700790,2016-2020,TN,Tennessee,47,Henry County,05000US47079,32251,28360,2653,103,79,0,253,1606,31417,834,23327,165,1108,12595,4351,974,4134,13190,8,13182,41037,11186,8409,10320,2004
G4700810,2016-2020,TN,Tennessee,47,Hickman County,05000US47081,25017,23034,1306,274,103,9,48,486,24374,643,17684,163,821,10666,3195,1171,1668,8675,19,8656,47457,7006,5292,6521,1669
G4700830,2016-2020,TN,Tennessee,47,Houston County,05000US47083,8201,7644,391,22,13,20,0,222,8077,124,5807,44,352,3249,903,481,778,2919,13,2906,43521,2248,1633,2061,671
G4700850,2016-2020,TN,Tennessee,47,Humphreys County,05000US47085,18528,17119,385,148,137,9,186,1088,18059,469,13030,128,351,7685,2157,787,1922,6869,0,6869,48411,5797,4629,5140,1072
G4700870,2016-2020,TN,Tennessee,47,Jackson County,05000US47087,11767,11192,41,31,8,0,202,586,11513,254,8794,64,693,5033,1510,470,1024,4525,0,4525,35880,3468,2557,3096,1057
G4700890,2016-2020,TN,Tennessee,47,Jefferson County,05000US47089,54162,51434,977,14,325,28,141,2486,52191,1971,38691,397,1647,18088,8668,3101,6790,20038,181,19857,51899,17755,13341,17024,2283
G4700910,2016-2020,TN,Tennessee,47,Johnson County,05000US47091,17755,16585,556,125,54,0,36,798,17384,371,13516,206,685,7275,2775,963,1612,6979,31,6948,38090,5272,4207,4205,1707
G4700930,2016-2020,TN,Tennessee,47,Knox County,05000US47093,466184,395210,40154,1197,10521,133,5356,27226,445629,20555,312749,2350,6269,93945,61635,27242,121308,189536,2351,187185,59250,174737,148741,166964,14799
G4700950,2016-2020,TN,Tennessee,47,Lake County,05000US47095,7273,4877,2024,38,16,12,92,428,7093,180,5630,111,425,3390,928,206,570,2167,3,2164,34230,1634,1078,1534,533
G4700970,2016-2020,TN,Tennessee,47,Lauderdale County,05000US47097,25689,16063,8692,146,81,0,53,1308,25027,662,17642,248,790,10669,3170,1069,1696,9609,103,9506,41905,8108,5498,7474,1501
G4700990,2016-2020,TN,Tennessee,47,Lawrence County,05000US47099,43780,41544,757,121,180,56,259,1726,42744,1036,29516,440,1779,15400,5702,2103,4092,16140,73,16067,43734,13474,10157,12638,2666
G4701010,2016-2020,TN,Tennessee,47,Lewis County,05000US47101,12131,11480,157,0,239,0,65,380,11840,291,8565,131,270,4830,1754,713,867,4837,18,4819,36977,3694,2680,3548,1143
G4701030,2016-2020,TN,Tennessee,47,Lincoln County,05000US47103,34158,30256,2338,58,225,0,198,2166,32935,1223,23981,306,735,12548,4141,1659,4592,13788,38,13750,53923,11950,8781,10928,1838
G4701050,2016-2020,TN,Tennessee,47,Loudon County,05000US47105,53169,48813,591,117,407,0,1385,3712,48337,4832,39118,417,1494,15137,8350,3057,10663,20967,414,20553,61664,19028,15323,17692,1939
G4701070,2016-2020,TN,Tennessee,47,McMinn County,05000US47107,53392,48920,1854,219,439,30,397,3066,51152,2240,37863,398,1560,18248,7952,3275,6430,21147,160,20987,46872,18347,13380,17127,2800
G4701090,2016-2020,TN,Tennessee,47,McNairy County,05000US47109,25814,23558,1503,55,65,0,137,992,25241,573,18304,158,726,10309,3265,1454,2392,9875,20,9855,40327,8275,5848,7708,1600
G4701110,2016-2020,TN,Tennessee,47,Macon County,05000US47111,24208,22892,240,41,168,0,266,1202,22960,1248,16141,211,1202,9421,2635,1219,1453,9143,188,8955,38080,7457,5399,6885,1686
G4701130,2016-2020,TN,Tennessee,47,Madison County,05000US47113,97838,56168,36310,108,1034,0,1755,4926,93947,3891,65529,711,1561,27797,14251,4214,16995,38266,439,37827,48396,33733,26748,31869,4533
G4701150,2016-2020,TN,Tennessee,47,Marion County,05000US47115,28639,26659,1099,12,134,0,91,1288,28109,530,20482,240,1223,10673,4183,1607,2556,11438,6,11432,50059,9810,7435,9393,1628
G4701170,2016-2020,TN,Tennessee,47,Marshall County,05000US47117,33708,30029,1793,13,140,0,536,2394,31836,1872,23303,227,688,11372,5135,2098,3783,12436,50,12386,55299,11229,8694,10517,1207
G4701190,2016-2020,TN,Tennessee,47,Maury County,05000US47119,94615,78266,10598,145,948,17,768,7746,88825,5790,65657,833,1460,26901,13510,7218,15735,35163,272,34891,60567,32585,27670,31010,2578
